title,released_year,duration,genre,description,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,api_error,totalSeasons,imageid,format
Panga                                    ,2020,2h 11m  ,Sports         ,"A forgotten Kabaddi world champion catalyzes an inner desire to give a new meaning to her existing role as a wife and mother, and makes a comeback.",Not Rated,24 Jan 2020,131 min,"Drama, Sport",Ashwiny Iyer Tiwari,"Nikhil Mehrotra, Ashwiny Iyer Tiwari, Nitesh Tiwari","Kangana Ranaut, Jassie Gill, Richa Chadha","Rooted in the subculture of societal facts, Panga is an emotional rollercoaster tale of a middle-class Indian woman, a forgotten kabaddi world-champion who catalyzes an inner desire to give new meaning to her role as wife and mother. She makes an ingenious decision to return to the sport despite the challenges of age stereotypes and new-generation complexities. She's torn between family responsibility and love for the sport.",Hindi,India,1 win & 14 nominations,https://m.media-amazon.com/images/M/MV5BOGEwZjA2NDEtMzNkZS00YjlkLWEzNzQtMTBkMTQ4MmUyMDJjXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.8/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""94%""}]",N/A,6.8,"7,999",tt8983166,movie,N/A,"$582,720",N/A,N/A,,,0407,jpg
Entha Manchivaadavuraa                   ,2020,2h 21m  ,Action         ,A loner starts an agency that assigns people to those who crave company. His 'relationship for hire' concept works well until a new client asks for a fake son.,Not Rated,17 Jan 2020,152 min,"Action, Drama",Satish Vegesna,Satish Vegesna,"Nandamuri Kalyan Ram, Mehreen Pirzada, V.K. Naresh","Balu, the protagonist of the film loses both of his parents in his childhood. All his relatives leave him alone, and he grows up as an orphan. This creates a craving desire within him to have all his relationships back into his life. He, thus, starts an organization named ""All Is Well"" to supply emotions to the needy.",Telugu,India,N/A,https://m.media-amazon.com/images/M/MV5BM2E0M2YwOWMtZGZhZS00NThjLTk0ZDEtMzFlNmZmYzZjMDVhXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.2/10""}]",N/A,5.2,458,tt10995146,movie,N/A,N/A,N/A,N/A,,,0408,jpg
Baaghi 3                                 ,2020,2h 24m  ,Action         ,"In a twisted turn of events, when a group of deadly terrorists kidnap Ronnie's elder brother in Syria, he sets off on a mission to bring him back.",Not Rated,06 Mar 2020,143 min,"Action, Thriller",Ahmed Khan,"Sajid Nadiadwala, Farhad Samji, Tasha Bhambra","Tiger Shroff, Riteish Deshmukh, Shraddha Kapoor","Ronnie and Vikram are brothers who share an unbreakable bond. Their journey begins when a certain turn in events, leads Vikram to travel. On this trip, he gets kidnapped by people. Ronnie witnesses his brother getting beaten and kidnapped, Ronnie will do whatever it takes to destroy anyone and anything that stands in the way of Vikram's safety. Ronnie goes on a rampage of destruction to see his brother safe, even if it means that he independently has to take on an entire country.",Hindi,India,8 nominations total,https://m.media-amazon.com/images/M/MV5BNjY1OWY0NTctOGMwZC00YWIzLWE1NzQtYzM3MzM3YTg1ZTY2XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""2.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""0%""}]",N/A,2.3,"17,713",tt8366590,movie,N/A,"$721,439",N/A,N/A,,,0409,jpg
Brahma Janen Gopon Kommoti               ,2020,2h      ,Drama          ,"Inspired by her father's work, Sanskrit professor Shabari wants to become a priest! But, will the society let her follow her passion?",N/A,06 Mar 2020,127 min,Drama,Aritra Mukherjee,Zinia Sen,"Ritabhari Chakraborty, Manasi Sinha, Soma Chakraborty","Shabari, a lecturer by profession, moonlights as a performing artist. However, she marries a conservative man and her husband is not too happy to learn about her secret profession.",Bengali,India,N/A,https://m.media-amazon.com/images/M/MV5BY2ViYzk5Y2ItYjY5ZS00ZTRlLWJhMjgtMDlmN2Q2NjE2MzZhXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.8/10""}]",N/A,7.8,754,tt11318348,movie,N/A,N/A,N/A,N/A,,,0410,jpg
Laxmii                                   ,2020,2h 21m  ,Horror         ,Aasif's belief in logic and science shatters when he gets possessed by a ghost. What starts as a comical journey soon unearths a dark secret.,TV-MA,09 Nov 2020,141 min,"Action, Comedy, Horror","Raghava Lawrence, Balakrishnan Thevar","Farhad Samji, Raghava Lawrence, Sparsh Khetarpal","Akshay Kumar, Kiara Advani, Sharad Kelkar",Asif and Rashmi married without the wishes of their parents and are living happily.Rashmi's mother invites them for their 25th wedding anniversary by forgetting the past her house is located at a place where a nearby bungalow number 6 is said to be haunted Asif goes to play cricket out there with kids where he places the stumps not realizing that a corpse is buried under it.Rashmi's mother Ratna and sister in law Ashwini notice a black shadow in the house and take help of spiritual guru who tells that the house has a powerful spirit.Asif gets possessed by the spirit and starts to behave and act like female wearing bangles and calling himself Laxmi.,"Hindi, English",India,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTVlMjEwOWItY2RlMS00NTk5LTllMDEtYjdkZTJmZGViNjhhXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""2.5/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""11%""}]",N/A,2.5,"59,026",tt10350922,movie,N/A,N/A,N/A,N/A,,,0411,jpg
Tanhaji                                  ,2020,2h 12m  ,Drama          ,"As Aurangzeb captures the Kondhana Fort, Tanhaji Malusare, Chhatrapati Shivaji Maharaj's trusted military leader and braveheart, ventures out to win it back.",Not Rated,10 Jan 2020,135 min,"Action, Biography, Drama",Om Raut,"Prakash Kapadia, Om Raut, Kirti Deghatak","Ajay Devgn, Saif Ali Khan, Sharad Kelkar","Tanhaji is an action epic about the titular Maratha warrior and Shivaji's military commander who lost his father in a battle and grew up to become a fierce warrior with powerful combat skills. When Mughal emperor Aurangzeb recruits his trusted guard Udaybhan to take control of the Kondhana Fort, Shivaji decides not to engage Tanhaji whose son is going to get married soon. However, as Tanhaji learns of Udaybhan's heading towards the fortress, he decides to take charge and stop the rival army from reaching their destination. This doesn't turn out to be easy as Udaybhan finds himself helped by people who don't want Tanhaji to succeed, resulting in battles and attacks that ensue as the plot unfolds.",Hindi,India,16 wins & 28 nominations,https://m.media-amazon.com/images/M/MV5BNTRlMjdjYmEtZmY3MC00MzdhLWFiZmMtNGViZDRmYTJkNmY5XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.5/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""75%""}]",N/A,7.5,"36,561",tt8108274,movie,N/A,N/A,N/A,N/A,,,0412,jpg
Srimati Bhayankari                       ,2020,1h 31m  ,Comedy         ,"In this battle of the sexes, Pralay attempts the impossible when he tries to woo a hot-tempered Dolan. Once married, a hilarious roller-coaster journey ensues.",,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0413,
Tumi Ashbe Bole                          ,2021,1h 40m  ,Romance        ,"Much in love, Nanda and Aankhi are all set to marry each other. However, when Nanda fails to show up at the altar, Aankhi sets out in search of him.",N/A,22 Jan 2021,107 min,"Drama, Romance",Sujit Mondal,N/A,"Bonny Sengupta, Koushani Mukherjee, Jammy Banerjee","Desperate to get good job, Nanda shifts to Kolkata where he falls in love with Aankhi. After dramatic turn of events, Aankhi's father gives his consent but Nanda doesn't come for the wedding. Why did he change his decision to marry Aankhi?",Bengali,India,N/A,https://m.media-amazon.com/images/M/MV5BOTVkYzQzYTEtMWM4YS00OGYwLWI1ZGQtZDI2NjYwMzcxNzE1XkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.0/10""}]",N/A,4.0,94,tt13814292,movie,N/A,N/A,N/A,N/A,,,0414,
Atrangi Re                               ,2021,2h 16m  ,Romance        ,Runaway Rinku gets forcefully married to an already engaged Vishu. The love triangle gets weirder when Rinku's lover Sajjad shows up.,N/A,24 Dec 2021,138 min,"Comedy, Drama, Fantasy",Aanand L. Rai,Himanshu Sharma,"Dhanush, Sara Ali Khan, Akshay Kumar","Rinku is traced by goons her own uncles at a junction while trying to flee with her boyfriend,Vishu and his friend Madhusudhan see her throwing bottles at those men.Rinku his bough home were her grandmother wants her to get married to any boy be it of any caste and creed.Vishu is soon to be married to Mandakini but the goons kidnap him and forcefully marry to Rinku thou their target was Madhusudhan.After marriage Rinku and Vishu go to Delhi where they don't consider their marriage valid and decide to part ways but Rinku tells that her boyfriend Sajjad wont agree to this and they will have to get an official divorce and Sajjad will reach Delhi in 10 days from South Africa.Meanwhile in Madurai Vishu goes to marry Mandakini where she finds video of Vishu and Rinku's marriage an calls of their wedding.Rinku and Vishu return to Delhi where Vishu develops feelings for Rinku while Rinku tells that Sajjad is back in the city and she is eager to meet him.Madhusudhan whose following Rinku finds that Sajjad does not exist in reality and is just a an imaginary character.",Hindi,India,12 wins & 33 nominations total,https://m.media-amazon.com/images/M/MV5BOWU2MjRlZTYtMTA3MC00ZWFiLTlkYTMtZTJmMzM4MjQ0NjU2XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.5/10""}]",N/A,6.5,"28,493",tt9766332,movie,N/A,N/A,N/A,N/A,,,0415,jpg
Hum Do Hamare Do                         ,2021,2h 8m   ,Comedy         ,Self-made man Dhruv and social media star Anya fall in love and decide to marry. Just one problem - he's an orphan. The only solution - make a fake family.,N/A,29 Oct 2021,128 min,Comedy,Abhishek Jain,"Abhishek Jain, Prasshant Jha, Deepak Venkateshan","Rajkummar Rao, Kriti Sanon, Paresh Rawal",Hum do Hamare do's story is about a couple who 'adopt' their parents.,Hindi,India,4 nominations total,https://m.media-amazon.com/images/M/MV5BMDAzZDc2ZDUtMzg4MC00ZTliLWExNGYtMGRhYjYwN2M2Mjc4XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.0/10""}]",N/A,6.0,"8,002",tt11816092,movie,N/A,N/A,N/A,N/A,,,0416,jpg
Ajnabhi Se Pyar                          ,2021,2h 9m   ,Drama          ,"Despite being let down by societal stereotypes, Basti Balaraju tries his best to woo a young widow but to no avail. Will he manage to win her over?",,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0417,
Hungama 2                                ,2021,2h 31m  ,Comedy         ,"The Kapoors, Bajajs and Tiwaris lead picture-perfect lives until a young woman named Vaani arrives with an utterly cute bundle of joy in tow.",N/A,23 Jul 2021,156 min,"Comedy, Drama, Romance",Priyadarshan,"Anukalp Goswami, Manisha Korde, Abilash Nair","Paresh Rawal, Meezaan Jafri, Shilpa Shetty Kundra","Retired Colonel Gobind Kapoor is trying to settle his elder son in his business. His grandchildren have made his life miserable, regularly being suspended from school for their mischief. His younger song Aakash is doing well until a woman named Vaani shows up, kid in tow, claiming to be his wife. Aakash and Vaani were involved during college days but haven't seen each other in a long time, and now he denies all her allegations. Anjali, a close Kapoor family friend, lives with her suspicious husband Radheshyam Tiwari; when Anjali tries to help Aakash prove his innocence, Radheshyam Tiwari suspects Anjali and Aakash of having an affair and Anjali being pregnant by Aakash.",Hindi,India,1 nomination,https://m.media-amazon.com/images/M/MV5BZDQwMGQ5YzQtOTczYy00YmI3LTg2N2UtYjk3N2RmODFlMTEyXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""3.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""0%""}]",N/A,3.2,"6,655",tt8983220,movie,N/A,N/A,N/A,N/A,,,0418,jpg
Shororipu 2: Jotugriho                   ,2021,2h 2m   ,Mystery        ,"A mysterious death makes Detective Chandrakanta spring into action! His first suspect is the dead man’s wife but as he delves deeper, dark secrets unfold.",,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0419,
The Big Bull                             ,2021,2h 33m  ,Crime          ,"During the late '80s, Hemant Shah, the man with the Midas touch, pulled off the biggest hustle that shook India's financial fabric. Inspired by true events.",N/A,08 Apr 2021,153 min,"Biography, Crime, Drama",Kookie Gulati,"Arjun Dhawan, Kookie Gulati, Ritesh Shah","Abhishek Bachchan, Nikita Dutta, Ileana D'Cruz","Hemant Shah works as clerk in office and lives with his mother and younger brother Viren,he is in love with Priya but her father wants her to marry a well settled person.After Viren looses money in stock market ,Hemant then arranges for some money and according to tips invests in share market to pay Viren's debts.Hemant makes lot of profits with his intelligence and decides to be a full time broker after lot ups and downs he becomes the king of share market and lives a luxury life and also marries Priya.Apart from businessmen the common man also starts to invest in market as Hemant has given a ray of hope to them but question remains to biggies of market from where is Hemant arranging funds in stock market. Meera Rao a journalist finds about the scam of 565 Crore missing from National Bank Of India and Hemant is responsible for shuffling its funds she covers the story causing troubles for The Big Bull.",Hindi,India,1 win,https://m.media-amazon.com/images/M/MV5BMTJkNjhlMTEtNWM5My00NmY4LTk4YTktMjRlOGRlNTQ4OTIxXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.6/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""11%""}]",N/A,5.6,"16,796",tt9614452,movie,N/A,N/A,N/A,N/A,,,0420,jpg
Bhuj: The Pride of India                 ,2021,1h 53m  ,Action         ,"Running against the clock, IAF Squadron Leader Vijay Karnik created history with determination and his love for the country. A daredevil story of guts and glory.",N/A,13 Aug 2021,113 min,"Action, Drama, History",Abhishek Dudhaiya,"Abhishek Dudhaiya, Raman Kumar, Ritesh Shah","Ajay Devgn, Sanjay Dutt, Sonakshi Sinha","Bhuj : Pride of India is a celebration of the 300 women of Madhapur in Gujarat lead by IAF squadron leader Vijay Karnik who played a pivotal part in India's victory in the 1971 Indo-Pak war. Karnik with his team, with the help of these local women created history by reconstructing the only IAF airstrip at Bhuj destroyed during war. Karnik was lauded for his valiant efforts which saved the day for the Indians. The film will be a tribute to unparalleled bravado displayed by not only Karnik but 300 women from the villages near Bhuj who accomplished this feat.",Hindi,India,1 nomination,https://m.media-amazon.com/images/M/MV5BYTE1MDQwMDgtMzA5MS00ZTgzLThiZmYtY2I0ODRlMjg3MGFlXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.2/10""}]",N/A,4.2,"25,035",tt10062556,movie,N/A,N/A,N/A,N/A,,,0421,jpg
Shiddat                                  ,2021,2h 26m  ,Romance        ,"Love-struck Jaggi can cross the seven seas for his dream girl, Kartika. Even if it means stopping her wedding.",N/A,01 Oct 2021,146 min,Romance,Kunal Deshmukh,"Shridhar Raghavan, Dheeraj Rattan, Pooja Ladha Surti","Sunny Kaushal, Radhika Madan, Mohit Raina","A passionate love story involving two couples which highlights the contrast between a regular, mature yet egoistic husband and a unique, happy go lucky, enamored, overzealous boy chasing after the love of his life.",Hindi,India,1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BZmQwYTE4MTUtZDU3ZC00M2UyLTlhZjMtOGIyMTZjZjQ3MmI5XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.6/10""}]",N/A,7.6,"25,445",tt11314148,movie,N/A,N/A,N/A,N/A,,,0422,jpg
Shane                                    ,2021,1h 36m  ,Documentary    ,"The movie is the exploration of the rise of one of the greatest cricket players the world has known, Shane Warne.",N/A,17 Sep 2021,48 min,Comedy,John McKeever,Shane Gillis,"Shane Gillis, Kilah Fox, Matt McCusker",A live comedy special.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZGM5MWY5MWEtMzljNC00ZWZmLWEzZjctODYxMWMwZDk1M2ExXkEyXkFqcGdeQXVyMTk2ODU0OTM@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""8.3/10""}]",N/A,8.3,"1,501",tt15456166,movie,N/A,N/A,N/A,N/A,,,0423,
Seetimaarr                               ,2021,2h 16m  ,Action         ,"Boiling the ocean, Karthi's team manages to enter the kabaddi nationals for women where he bumps into Jwala, an opposing team's coach. Yet another battle begins.",N/A,10 Sep 2021,139 min,"Action, Drama, Sport",Sampath Nandi,Sampath Nandi,"Gopichand, Tamannaah Bhatia, Digangana Suryavanshi",All a full-time bank employee and part-time kabaddi coach wants is to bring national relevance to the school his father built and help young kabaddi players in his village win the national championship. It might prove difficult than just coaching them though.,Telugu,India,N/A,https://m.media-amazon.com/images/M/MV5BMzgzMzQ0ZTMtZDFhMS00MDRlLWIxMzMtMjcyNDAwZTQ2MWE0XkEyXkFqcGdeQXVyMTA1MTMwNDc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.0/10""}]",N/A,5.0,"1,370",tt11580944,movie,N/A,N/A,N/A,N/A,,,0424,
Bhoot Police                             ,2021,2h 8m   ,Horror         ,"Two brothers Vibhooti and Chiraunji have ‘fought’ their share of ghosts. However, a new case forces them to rethink their own abilities and beliefs.",N/A,10 Sep 2021,129 min,"Comedy, Horror",Pavan Kirpalani,"Pavan Kirpalani, Pooja Ladha Surti, Sumit Batheja","Saif Ali Khan, Arjun Kapoor, Jacqueline Fernandez",Two fraudster brothers Vibhooti and Chiraunji pretend to be exorcist and con people by making them believe that they can free them from evil spirits and are under scanner of Inspector Cheddilal.Vidhooti is womanizer and believes in earning money by looting people with scriptures attained from their late father Ullat Baba but Chiraunji repents after every con as he feels they are misusing scriptures of their father.Maya owner of Silvar tea estate is running into losses she is trying to get things in place but her village is haunted by a ghost Kichkandi and they fear working in night.She comes in search of Vibhooti and Chiraunji as many years back their father had freed the village from Kichkandi.Upon reaching the village Vibhooti and Chiraunji meet Maya's elder sister Kanika who disbelieves her story and makes the villagers aware that there is nothing called ghost.But Vibhooti and Chiraunji along with Maya and villagers face the fear.,Hindi,India,6 nominations total,https://m.media-amazon.com/images/M/MV5BNzg4ZDU2Y2YtNzFiMC00OGYyLTgwYjgtMDA1MzBhMWE3ZmVkXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.7/10""}]",N/A,6.7,"27,759",tt10083640,movie,N/A,N/A,N/A,N/A,,,0425,jpg
